date,ABB.ST,ALFA.ST,ALIV-SDB.ST,ASSA-B.ST,ATCO-A.ST,ATCO-B.ST,AZN.ST,BOL.ST,ELUX-B.ST,ERIC-B.ST,ESSITY-B.ST,EVO.ST,GETI-B.ST,HEXA-B.ST,HM-B.ST,INVE-B.ST,KINV-B.ST,NDA-SE.ST,NIBE-B.ST,SAND.ST,SBB-B.ST,SCA-B.ST,SEB-A.ST,SHB-A.ST,SINCH.ST,SKF-B.ST,SWED-A.ST,TEL2-B.ST,TELIA.ST,VOLV-B.ST
2018-01-01,0.0136180147178375,0.0317336805747188,0.0243555573716248,0.014671116630009,0.0417840045248048,0.0397332056389493,0.0197009702340219,0.0388453408859239,-0.000756594663248256,0.0298978389277872,0.0180257568428795,0.00602934804905533,0.000420200017399665,0.0367485997533204,-0.0378027022693746,0.0425020231926211,0.0476018427674978,0.0105739479314052,0.0366412427579388,0.0494084591159823,0.0354838697383859,0.0128916904878003,0.0272066122595056,0.0178254598661556,0.0242214532871973,0.0343029729103051,0.0106115794522242,0.0257935744035709,0.0273599531504407,0.0464962957383518
2018-01-08,0.0125390651981349,0.0307577933464928,0.0237762384498595,0.0213997388960817,0.0235773974000706,0.0241516116658199,-0.00569239309083883,0.0209262206278411,0.00719412175214016,0.0183915290499286,-0.00379420020674355,0.0727740523390525,-0.0134397122767674,0.0638496848165415,-0.0155923038514334,0.00589740083534294,-0.00963845564134124,0.0144494768751379,0.000490794367968782,0.02122010695517,-0.0031154654428082,0.0102754237288135,0.0255760739249834,0.0197021846862557,-0.0175675675675677,0.00291862870069207,0.0214998519628262,-0.0663442567153058,0.00346188229190493,-0.00969954137819908
2018-01-15,-0.00442279944988351,0.0155264743960434,0.00182138431845607,0.0124575767392084,0.00820758902755878,0.00716425090093741,-0.0131855250886534,-0.0258735983236271,-0.0266917869296769,0.0368272644096684,-0.00761746327392253,0.0239424180515606,-0.0161772342841148,0.0432479944884979,-0.0159639972843326,0.00203929048755277,0.0135556372111811,-0.0152260108418196,-0.0198723133704956,0.0334417143978089,0.070312797083391,0.0166436660260734,-0.014292719037759,-0.00815792185878933,-0.0357634112792297,0.0550263534479267,-0.0190895583569956,-0.011394152616302,-0.0122080149207047,0.0445497393040316
2018-01-22,-0.00621954021311913,-0.015289088751012,-0.0172728165278571,-0.0123042950395315,-0.0359769589326379,-0.0376408181816496,0.0114276991728222,-0.0141429032929322,0.0154501207247782,-0.0771857767918554,0.025586387126275,-0.0202650074666781,0.00562539778878621,-0.0118442148629502,-0.00823831887125793,-0.0147544177201517,0,-0.0238403825748337,-0.0135169233733721,-0.0135092993152469,0.00729922223494665,-0.0118236233569884,0.000999922433382076,0.0017316046284103,-0.00142653352353777,-0.00451349613974454,0.00449121602009077,0.0335288611699349,0.0351960678297885,-0.0163340155399257
2018-01-29,-0.0254804547771421,0.00194080996854732,0.0638298574581341,-0.00198189061163986,-0.0261509220786881,-0.0212505575012526,-0.0114723954654817,-0.0185444376156381,0.0581971576993431,-0.00444128100468983,-0.0291061170847442,-0.0533014005404239,-0.0731497564220394,-0.00642125896072517,-0.0912460044160081,-0.0157500148045233,0.0133745278917694,-0.00919676520462407,-0.0395838550228535,-0.0452230647299687,-0.0565217823073949,-0.0701794193524151,0,-0.00302505866656643,-0.0328571428571429,-0.0869017160625076,-0.000993641988444931,-0.00871846444377256,0.0202441616358501,-0.0289052525313699
2018-02-05,-0.105504590624419,-0.0629540404541578,-0.0304350027829109,-0.0530497463498209,-0.0615384112097074,-0.067337870114692,-0.0513450663147568,-0.0356506020985375,-0.0575125395868106,-0.0375462950657736,-0.040685186457742,0.000840333906787986,-0.066388046878141,0.0196035809206183,-0.0230628542964077,-0.0784365928896034,-0.0822334125598309,-0.0449669666318791,-0.0496696977257014,-0.0380251185975714,-0.0230415072699425,-0.0596387600687928,-0.0613384689662448,-0.0567836725924072,-0.0649926144756277,-0.0731034572981772,-0.0258577205165822,-0.0488852537060195,-0.0826761617369843,-0.0573146231964552
2018-02-12,0.0389743656571184,0.0229974237249331,0.0426008507622006,0.0635111269357719,0.0396422365053805,0.0455467481202035,-0.00315123620345831,0.0665432880384003,0.0232643311684072,0.044418737320784,0.0066964745978807,-0.0260285461957174,0.0233714273191406,0.0293682824680831,0.013098925022144,0.0389981153852719,0.0567845856017248,0.0200862920631999,0.06894630121415,0.0273922182636997,0.0125786841124176,0.041842237109474,0.035121264956202,0.0680147215917255,0.0110584518167457,0.0244048032369846,0.0535986349347445,0.0361290650842891,0.046034334291455,0.0413164597367972
2018-02-19,0.00493573323759502,0.0113664821140429,0.0266667784282911,0.0326761795914808,0.0120413039891705,0.0138754451377764,0.0248125552946328,0.00658590461201998,0.0249721694857148,0.034393393917249,0.00354772000631365,-0.0155172437012202,0.00971814048420221,0.00779974933465364,-0.0160555498443304,0.00767117738773128,0.0404746040715494,-0.00381105360969976,0.0262678014442175,0.0216000285321531,0.0124224263356319,0.0530435950844932,0.00205641961036451,-0.006024150773378,-0.0265625,0.0165599339851329,0.00726750496067882,0.0290575891958225,0.0270413154110116,0.0177420713523037
2018-02-26,-0.0343810534698171,-0.0569430005762983,-0.00661191430281107,-0.0250955654338638,-0.0509914532815765,-0.0515595943103587,-0.00145492711562971,-0.0278927050932385,-0.0694545941250116,-0.0386127245858715,-0.0326999929432435,-0.0297724710558351,-0.0178056179619706,-0.0456211009062274,-0.0475090032233714,-0.0190321172804502,-0.0268276296333271,-0.016365597170262,-0.0471362641056708,-0.0439380508251088,0.0674846547951784,-0.0436554835941539,-0.0219577967264133,-0.0350648926772383,-0.0176565008025683,-0.0560158734985971,-0.020682879069948,-0.0469947500935927,0.00490454525517206,-0.0507130612774151
2018-03-05,0.0254323093476677,0.0444913431093103,0.0476793031823501,0.0419698485108025,0.0629851221071208,0.0664427565814255,0.0105646265842747,0.0216082742528558,0.0570536696451079,0.058757833575998,0.05938773452612,0.0379062151914065,0.0867222734728711,0.061673070630671,0.0324439681058565,0.0396340858966774,0.0392831531059791,0.044727875165318,0.0305850822136297,0.0404284208271196,0.0215517526723056,0.0764985383522016,0.0287453144650524,0.0408253975205755,0.0261437908496732,0.0326975630992207,0.0338899665084403,0.0608465051738461,0.0236319129906821,0.0217027966590547
2018-03-12,-0.014384939578414,-0.0070993198096457,-0.0161094815229709,-0.0265842374474008,0.0140408133382301,0.0160479675876107,0.0140592157342435,0.0277394896614268,0.0059150250045053,-0.0203723346108792,-0.0284605370521917,-0.0321738476717421,-0.033814346963726,-0.0158795891218149,-0.0361234298335644,0.0149295102626156,0.014257355079913,-0.0790073283541849,0.0108386603472416,0.012952606022652,0.0168777254700221,0.0130475840198917,0.00489487395797324,-0.00862062614592777,-0.0302547770700638,0.0205218430543348,0.000474950168560215,-0.0130671813112723,-0.00451674396916904,-0.00490209188871527
2018-03-19,-0.0306995527167084,-0.0137894373770325,-0.00859587348258851,-0.0388966921365846,-0.0340625198338249,-0.0365436077663144,0.00835397234577753,-0.0357626143308029,-0.0194781675861098,-0.0329866576551921,-0.0221926076177164,-0.00718777987772982,-0.130191297207423,-0.0189951883134037,-0.0155392417415515,-0.0467562028340285,-0.050997155096564,-0.00878094664636711,-0.019402544451161,-0.0239343575790447,-0.0221301277394268,-0.0110395683258647,-0.0584533435654279,-0.124347895490615,-0.0114942528735633,-0.00545820427732499,-0.119420813039668,-0.0169800323528703,-0.0201664003488206,-0.0269292474415255
2018-03-26,0.0259606596864058,0.0209734983876796,-0.00660620601142076,0.0353043836884459,0.0355505548217158,0.0430728311442693,0.0317293273881362,0.0234430379161762,-0.0161170655776237,-0.0189100429460533,0.0467544338104672,-0.172126651987502,0.0186694204216749,0.0326878475098334,-0.0314144216969595,0.017360305480919,0.0347917606512282,0.0164269838997359,0.0286384095516887,0.0241853656024149,0.0099009586639863,0.0339534119317897,-0.0575554183120297,0.0538041965411959,-0.0265780730897009,-0.0150201674126409,0.0789298129344968,0.0297141315019148,0.00874715160527893,0.0276745009247488
2018-04-02,-0.0465587816900391,-0.00101445841461325,0.0270159935627498,-0.0113669247166985,-0.0442969285545401,-0.0425270321523526,0.0184519329141052,-0.0160684936698361,-0.0281903574962686,0.0169568952148877,-0.0130094749680495,-0.0122432013916645,0.0120076970227633,-0.0191531121714257,0.00862757476502761,0.00297940757134551,0.0139812453685336,-0.0343434958882352,0.00329016094566019,-0.00819959989592654,0.0294116722408636,0.0211852747549028,0.0439012673169753,-0.0316698442635174,0.0597269624573378,0.0331945696944703,-0.00802153773981448,0.00748887285301139,0.0191278389568723,-0.05155982626208
2018-04-09,0.0317182076048998,0.0261488604832384,0.0250907905886199,-0.006730067925188,0.0333139230520341,0.0305761228513002,0.0275121036124141,0.0205003725838972,0.0150190758339959,0.00340788331655746,-0.0360281269435974,0.0261178392036194,0.00978354522666739,0.018499548695506,0.0708062151384341,0.00675116335459089,0.0151017459768071,-0.00581104626159974,0.0138749967511263,0.0423282853438159,-0.0217683424915461,0.0316072247248411,-0.0196308309666299,-0.0279484298857657,-0.00644122383252819,0.0418986488639497,-0.022911075604788,0.0386520536071882,-0.0558057758602287,0.104653628211037
2018-04-16,0.0609503495921009,0.0341414150698711,0.00236883993396423,0.0107284453018992,0.0140175059538723,0.0212369287103101,-0.0239999124755225,0.045965463877356,0.00745684772995184,0.231698159992666,0.0165461106874075,0.23058656935802,-0.0148422639870854,0.0345106597791737,-0.0202661538864243,0.0260195253028157,0.00582141756538726,0.0362403304425862,0.0826075855681526,0.0209387895917643,0.144644915456844,0.0210778872980214,0.0207389256279182,0.0175366424011159,0.0923824959481362,0.0284027056727576,0.0248275818151344,0.00238538104480519,0.127368932867728,0.0387096963478896
2018-04-23,-0.0146056213645497,0.0430622089119205,-0.0531707126009252,0.0259774606967845,-0.0536357855811254,-0.0452601617827433,0.0301103817652681,0.022460965297263,-0.0892094409548792,0.00643372477503832,0.026231023183313,-0.0376861164378736,-0.119481068576375,0.00117033619494816,0.121696986575942,0.0026142408809844,0.0263666017983218,0.0236911727336353,0.0209146212389788,-0.0466125124495983,0,0.0378802975467245,0.00910794899548551,-0.00500985699897061,-0.0222551928783383,-0.00765656710250573,0.0368775244952833,0.096620759416101,0.0477110481119827,-0.0574534409012586
2018-04-30,0.0202570044627343,0.0475503941795866,0.0241267325035637,0.0406152403784892,0.0369629729102077,0.0391491614575213,0.022572206608996,-0.000955316612277078,-0.00128297737181408,0.0371385696850368,0.0152465657622097,-0.0376440598691868,0.0210612929092655,-0.0337100185240509,-0.0259792271624769,0.00260769425946769,-0.025062601116982,-0.0284326610652875,0.0252140674777782,-0.0136898651361365,0.0328070527512235,0.00635637365113689,-0.0286970728847474,-0.00543806402458674,-0.0364188163884674,-0.00799118225688962,-0.0228452969774876,-0.0117188751480229,-0.0071658703612402,0.00263597852751828
2018-05-07,0.00242123705633722,0.0147321514700522,-0.00284354676808462,0.0197122043486733,0.0150376338250681,0.013968317404487,-0.0114340282539342,0.0551191810873412,-0.0261241406774379,0.00205477386170689,0.0114841282672781,0.00568732610507439,0.00828391462736764,-0.042952169781438,-0.0406301944823608,-0.00858258797319108,0.0311695645705745,0.0353899623528945,0.0296441444677448,0.0662985015683869,0.0575556917034942,0.0218012089493636,0.0142959297630954,0.0130619238338848,0.159055118110236,0.0211110308285022,0.0361317448719375,0.0109793442525044,0.0137370453500608,0.0315477567168615
2018-05-14,0.0299516737007581,0.0228771983801861,0.0521389587468844,0.00522474621657261,0.0716896644870132,0.0766385258157863,0.00385562400385832,-0.0021710939845408,0.00483707213740072,-0.00908023326033422,0.0366812104615454,0.0150799835138865,-0.00281672919690127,0.0158350457524804,0.0769036527291667,0.0226157309971322,0.00779069808591431,-0.0295792328348,-0.0113029058723325,0.0333015903439793,0.0191440563793216,0.0159521230498874,-0.0157387122495859,-0.0046977935014319,-0.0720108695652174,0.0296518338742524,-0.00641010320944642,-0.0139006859195733,-0.0013780862963531,0.0264416085657179
2018-05-21,-0.0314258070107908,-0.0404300595729315,-0.000387451393315018,-0.00649687516778772,-0.0215067198536069,-0.0281287411204723,0.0329651459758951,-0.0126826563353347,-0.0161924435807222,-0.0354716420573362,-0.018534034287105,-0.00185700033243305,-0.0150659706377827,0.0033221003202356,-0.0327754868031555,-0.0240899863655588,-0.0541125270666614,-0.0167080484922377,-8.19492505183546e-05,-0.0288519160773078,-0.0254143565187631,-0.0306183016529028,-0.0107399431268693,-0.0170716113856469,-0.0761346998535872,-0.0433289257194012,-0.0394839303444213,-0.030837071489879,-0.0326585617695839,-0.00620724733540713
2018-05-28,-0.00871685833324254,0.00582697151777747,0.0260443707488587,0.0041851024524167,-0.00699996037437228,-0.00263114072006193,0.00325330699106797,0.0137842813498322,-0.0137898962335409,-0.0165491989024583,-0.0373390748521057,0.0251162247432275,0.0621413497601733,0.0351822109152858,-0.0527596722399633,-0.000536555745643206,0.0429327827738203,-0.0137771292858723,-0.0013090998187828,-0.0161189572012494,-0.0351474440477952,0.0128569299484434,-0.0275029931273998,0.0079689907644039,0.131537242472266,-0.0364540743253282,-0.00268666159764849,0.0416954633817847,-0.00713279501819344,-0.0352905973915886
2018-06-04,-0.0200291698576304,-0.00133687639435363,0.0449397192528091,-0.0153684005264799,-0.00296076944931607,-0.00853519937517664,-0.0217728273879611,-0.00695647746724661,-0.0266126292122121,-0.0118417929691427,-0.0325457474508985,0.0254084700311919,-0.0731321052065059,0.0507798198336345,0.0158490966633463,-0.0171812612740953,-0.0183693516695732,-0.0158324783675591,-0.00305882446899841,-0.00513954759474741,0.0434783980089554,0.00499741771115266,-0.00446540608037039,-0.0137848214642716,0.0602240896358544,-0.0186299308236602,0.00727362390279089,0.00226139759291976,0.0136494058122603,-0.0359339529918669
2018-06-11,0.00498498119852668,-0.00401613326903038,-0.000722944428542915,0.00105802013075344,0.0327332124023875,0.0488929419287895,0.00678771490987871,-0.0291354450986176,-0.00602419718455463,0.073163163697331,-0.00552993371431473,-0.0274336984476863,0.0308324887390891,-0.0247337215516098,-0.00430895630955252,0.015296425857088,0.0453054411355221,-0.00520454933692876,0.0181897653468199,0.00129149814210235,0,-0.0144206616502903,0.0299028746086573,-0.00616648045915144,-0.0211360634081902,-0.00700934597177583,0.00561661583279178,0.026624596724537,0.0025986062602303,-0.00906638937891364
2018-06-18,-0.0243055430856841,-0.0371863740662269,-0.0177215012484061,-0.0124206207514589,-0.048047529038548,-0.0430622319207233,-0.0139539702426837,-0.0347655418181424,-0.0303030503039576,0.0079342380784339,0.00787767096549215,-0.003639662206839,-0.0435702541245864,-0.0167772797314369,0.0314876662644775,-0.0355125732714462,-0.0339196368550528,0.00975023002739401,-0.00452000650646846,-0.0145114658459264,0.00337841700674047,-0.0294651529788791,-0.0104041421844838,0.0031022195075103,0.0107962213225371,-0.0276470079782761,0.00106364220728271,-0.0162637694418339,-0.0223844804822936,-0.0376144863087066
2018-06-25,-0.00508390236262685,-0.010702575725411,-0.32120775158035,0.0216751270284996,-0.0139888514115057,-0.0222916730737369,0.00143093703027502,-0.0125721538814865,-0.0192306439080539,0.00962091699780898,0.017011377851601,0.0173517123771828,0.00344743911006814,-0.00892851422420251,-0.0342881329766931,0.0178521321284578,-0.00227565949744303,0.0160150077435058,0.0393513168664035,0.0405758566687189,0.00448930165909258,0.0118527025749493,0.0410757941878899,0.0263920329594054,0.0200267022696929,0.00846936228939369,0.0191287836707063,-0.0589812223266499,-0.0127741980809794,0.00845085673116565
2018-07-02,-0.0447113709701948,-0.038099756111464,-0.0162723051140435,-0.0885279677022349,-0.0764953459302516,-0.0807584785609346,-0.0317562077781642,-0.0141088023842027,-0.0482842542650484,-0.0245452919868448,-0.00994570537165916,0.00179525912700107,0.0159509323257692,-0.0450449669654235,0.0453932790959595,-0.02000536526305,-0.00325837921639736,-0.00672240976592119,-0.0605366361998164,-0.0534591703706507,0.00782136192442465,-0.0250719218669147,-0.00117431703786996,-0.00562476355012849,0.112565445026178,-0.0293939770319345,0.00495290920602539,-0.000474794232721744,0.0170900320831604,-0.00768166190300754
2018-07-09,0.0286173983585886,0.0405867148174937,0.0419054508783758,0.0344826417399393,0.0346688348427957,0.0449696416624444,0.0752707455731795,-0.0369981674937846,0.0211176301072953,0.021018555107294,0.00365303079466267,0.0537633863719297,0.0222222147665634,0.0448635285527549,-0.0058755459621206,0.0128634844310371,0.020594891624136,0.0123688643445472,0.0504870533820619,0.0162792402705319,0.105321490260517,0.0181282365493878,-0.00141072048505397,-0.00181824538015307,0.00470588235294108,0.0305932612135808,0.0044099510008683,-0.029453799244011,-0.00576113323081104,0.0383533451390821
2018-07-16,0.0348413836016107,0.12453018351764,-0.0127010047849729,-0.0330555343714929,-0.0190608294992186,-0.0168587618180496,0.00533776779489915,-0.0601668876651458,0.0471626722081,0.0597273749780524,0.0482256840273193,0.176870645502416,0.0902646083086178,0.00963080111188359,-0.000432648639976681,0.0430700841800141,0.0115310467408358,0.0491008903844831,0.011172100211555,0.00980698977838467,-0.0190571920611168,-0.0728779162749105,0.0616905610235695,0.0377453395853219,0.100702576112412,0.0107946555536888,0.0134298436705791,0.180127291624757,-0.0569772793012314,0.00406639661178721
2018-07-23,0.0160802526692316,0.0150437251470512,-0.0302316511747195,0.00545810070992986,0.0321128028620287,0.0514439743464153,0.0233614454686992,0.00366381169909844,-0.0115607680714755,-0.0336524828431412,-0.0455729760961678,0.0274567217872243,0.0240572659479393,0.00874407647506853,-0.000144100147434786,0.0129698052392575,-0.0376819600802781,0.0285651547371507,0.0356471746527474,0.033020424233628,-0.00306763876778448,0.0288075227910965,0.0383678088618815,0.0507069531687568,0.15531914893617,0.0608127522471714,0.0570844814289642,0.00373289598407015,0.0824372422146344,0.035774480839838
2018-07-30,-0.00296723295566571,0.00247023674188289,-0.0353746898986518,0.000285809272489145,-0.022592001066891,-0.0201716128172498,0.0191226124697488,-0.00960621279218146,0.00877208771956558,0.00056602937552727,0.0486587057735189,-0.0492263218994523,0.0429629124611159,0.0531914579783475,-0.0396653150425334,0.00496475505538864,0.0121749960158671,-0.00833148224257371,0.000603886950246482,-0.00940152497559605,0.00307707813195357,-0.00803127111335268,0.00192209618359022,0.00742466676491007,-0.0534069981583794,-0.00615226779018511,-0.0139826289121845,-0.0280991416018585,0.0208134984437168,-0.0221570738328824
